2025-01-22T13:08:00.113509,3.0812
2025-01-22T13:08:01.289297,3.0804
2025-01-22T13:08:02.435916,3.0799
2025-01-22T13:08:03.663521,3.0799
2025-01-22T13:08:04.806912,3.0799
2025-01-22T13:08:05.947895,3.0817
2025-01-22T13:08:07.147157,3.0822
2025-01-22T13:08:08.294641,3.0822
2025-01-22T13:08:09.445526,3.0822
2025-01-22T13:08:11.596626,3.0826
2025-01-22T13:08:12.780643,3.0823
2025-01-22T13:08:13.969597,3.0817
2025-01-22T13:08:15.119318,3.0818
2025-01-22T13:08:16.279356,3.0818
2025-01-22T13:08:17.419575,3.0822
2025-01-22T13:08:18.573483,3.0822
2025-01-22T13:08:19.679432,3.0822
2025-01-22T13:08:20.847401,3.0813
2025-01-22T13:08:22.003796,3.0813
2025-01-22T13:08:23.145882,3.0816
2025-01-22T13:08:24.275703,3.0816
2025-01-22T13:08:25.414383,3.0816
2025-01-22T13:08:26.578559,3.0816
2025-01-22T13:08:27.742720,3.0816
2025-01-22T13:08:28.868166,3.0815
2025-01-22T13:08:30.007707,3.0818
2025-01-22T13:08:31.125524,3.0818
2025-01-22T13:08:32.273865,3.082
2025-01-22T13:08:33.396673,3.082
2025-01-22T13:08:34.522989,3.0816
2025-01-22T13:08:35.638011,3.0816
2025-01-22T13:08:36.773262,3.0816
2025-01-22T13:08:37.888135,3.084
2025-01-22T13:08:39.040334,3.084
2025-01-22T13:08:40.209956,3.084
2025-01-22T13:08:41.380599,3.084
2025-01-22T13:08:42.669243,3.0844
2025-01-22T13:08:43.816786,3.0844
2025-01-22T13:08:44.971492,3.0844
2025-01-22T13:08:46.136697,3.0844
2025-01-22T13:08:47.316054,3.0844
2025-01-22T13:08:48.446469,3.0837
2025-01-22T13:08:49.610513,3.0832
2025-01-22T13:08:50.789974,3.0832
2025-01-22T13:08:51.910447,3.0843
2025-01-22T13:08:53.047153,3.0855
2025-01-22T13:08:54.225904,3.0855
2025-01-22T13:08:55.347211,3.0855
2025-01-22T13:08:56.469626,3.0855
2025-01-22T13:08:57.668331,3.0855
2025-01-22T13:08:58.820935,3.0855
2025-01-22T13:08:59.969932,3.0855
2025-01-22T13:09:01.403311,3.0855
2025-01-22T13:09:02.530849,3.0859
2025-01-22T13:09:03.748111,3.086
2025-01-22T13:09:04.866796,3.0864
2025-01-22T13:09:05.988245,3.0864
2025-01-22T13:09:07.130526,3.0864
2025-01-22T13:09:08.288197,3.0864
2025-01-22T13:09:09.414430,3.0856
2025-01-22T13:09:10.531054,3.0861
2025-01-22T13:09:11.707996,3.0862
2025-01-22T13:09:12.926223,3.0862
2025-01-22T13:09:14.059847,3.0862
2025-01-22T13:09:15.176617,3.0862
2025-01-22T13:09:16.293613,3.0862
2025-01-22T13:09:18.461820,3.0851
2025-01-22T13:09:19.588704,3.0853
2025-01-22T13:09:20.726690,3.0853
2025-01-22T13:09:21.890530,3.0853
2025-01-22T13:09:23.024277,3.0853
2025-01-22T13:09:24.150996,3.0853
2025-01-22T13:09:25.268258,3.0851
2025-01-22T13:09:26.540798,3.0846
2025-01-22T13:09:27.681357,3.0854
2025-01-22T13:09:28.813027,3.0854
2025-01-22T13:09:29.941625,3.0854
2025-01-22T13:09:31.095020,3.0854
2025-01-22T13:09:32.219345,3.0854
2025-01-22T13:09:33.332417,3.0854
2025-01-22T13:09:34.494086,3.0854
2025-01-22T13:09:35.626907,3.0854
2025-01-22T13:09:36.761129,3.0836
2025-01-22T13:09:37.876125,3.0836
2025-01-22T13:09:39.001609,3.0829
2025-01-22T13:09:40.125739,3.0829
2025-01-22T13:09:41.245674,3.0826
2025-01-22T13:09:42.406070,3.083
2025-01-22T13:09:43.548441,3.083
2025-01-22T13:09:44.666044,3.0833
2025-01-22T13:09:45.782170,3.0831
2025-01-22T13:09:46.907492,3.0834
2025-01-22T13:09:48.440981,3.0831
2025-01-22T13:09:49.574286,3.0831
2025-01-22T13:09:50.728732,3.0831
2025-01-22T13:09:51.859749,3.0831
2025-01-22T13:09:52.984420,3.0836
2025-01-22T13:09:54.104770,3.0836
2025-01-22T13:09:55.286421,3.0842
2025-01-22T13:09:56.432883,3.0842
2025-01-22T13:09:57.560725,3.0842
2025-01-22T13:09:58.675851,3.0848
2025-01-22T13:09:59.835922,3.0854
2025-01-22T13:10:00.980835,3.085
2025-01-22T13:10:02.145757,3.085
2025-01-22T13:10:03.280011,3.0858
2025-01-22T13:10:04.431508,3.0861
2025-01-22T13:10:05.572903,3.0862
2025-01-22T13:10:06.687731,3.0862
2025-01-22T13:10:07.820252,3.0859
2025-01-22T13:10:08.937983,3.0858
2025-01-22T13:10:10.114886,3.0858
2025-01-22T13:10:11.241211,3.0858
2025-01-22T13:10:12.360325,3.0858
2025-01-22T13:10:13.546021,3.0853
2025-01-22T13:10:14.713702,3.0849
2025-01-22T13:10:15.840881,3.085
2025-01-22T13:10:16.967800,3.085
2025-01-22T13:10:18.094529,3.085
2025-01-22T13:10:19.217441,3.0849
2025-01-22T13:10:20.356337,3.0842
2025-01-22T13:10:21.462426,3.0832
2025-01-22T13:10:22.622794,3.0832
2025-01-22T13:10:23.763286,3.0832
2025-01-22T13:10:24.919565,3.0832
2025-01-22T13:10:26.078132,3.0832
2025-01-22T13:10:27.212414,3.0832
2025-01-22T13:10:28.335682,3.0832
2025-01-22T13:10:29.493226,3.0832
2025-01-22T13:10:30.656712,3.0832
2025-01-22T13:10:31.788534,3.0832
2025-01-22T13:10:32.970782,3.0832
2025-01-22T13:10:34.154380,3.0832
2025-01-22T13:10:35.284179,3.0832
2025-01-22T13:10:36.396873,3.0832
2025-01-22T13:10:37.518028,3.0832
2025-01-22T13:10:38.693617,3.0832
2025-01-22T13:10:39.796387,3.0832
2025-01-22T13:10:40.947477,3.0832
2025-01-22T13:10:42.078525,3.0832
2025-01-22T13:10:43.207956,3.0827
2025-01-22T13:10:44.316867,3.0827
2025-01-22T13:10:45.435436,3.0827
2025-01-22T13:10:46.558715,3.0827
2025-01-22T13:10:47.689430,3.0827
2025-01-22T13:10:48.853944,3.0827
2025-01-22T13:10:49.962849,3.0827
2025-01-22T13:10:51.079240,3.0827
2025-01-22T13:10:52.209131,3.0827
2025-01-22T13:10:53.378686,3.0827
2025-01-22T13:10:54.520461,3.0828
2025-01-22T13:10:55.653831,3.0835
2025-01-22T13:10:56.781625,3.0835
2025-01-22T13:10:57.903034,3.0842
2025-01-22T13:10:59.030587,3.0842
2025-01-22T13:11:00.148033,3.0842
2025-01-22T13:11:01.279948,3.0842
2025-01-22T13:11:02.442160,3.0833
2025-01-22T13:11:03.581301,3.0841
2025-01-22T13:11:04.726637,3.0845
2025-01-22T13:11:05.851084,3.0845
2025-01-22T13:11:06.990223,3.0853
2025-01-22T13:11:08.113307,3.0853
2025-01-22T13:11:09.249163,3.0856
2025-01-22T13:11:10.378192,3.0856
2025-01-22T13:11:11.523272,3.0856
2025-01-22T13:11:12.647324,3.0856
2025-01-22T13:11:13.774215,3.0856
2025-01-22T13:11:14.915932,3.0858
2025-01-22T13:11:16.048945,3.0858
2025-01-22T13:11:17.205998,3.0858
2025-01-22T13:11:18.342649,3.0858
2025-01-22T13:11:19.479203,3.084
2025-01-22T13:11:20.606555,3.0865
2025-01-22T13:11:21.721339,3.0865
2025-01-22T13:11:22.837327,3.0865
2025-01-22T13:11:23.964736,3.0865
2025-01-22T13:11:25.088565,3.0865
2025-01-22T13:11:26.228960,3.0865
2025-01-22T13:11:27.348964,3.0837
2025-01-22T13:11:28.466966,3.0837
2025-01-22T13:11:29.579539,3.0837
2025-01-22T13:11:30.698856,3.0837
2025-01-22T13:11:31.827095,3.0839
2025-01-22T13:11:32.951007,3.0839
2025-01-22T13:11:34.084836,3.0837
2025-01-22T13:11:35.260639,3.0837
2025-01-22T13:11:36.400127,3.0842
2025-01-22T13:11:37.501642,3.0842
2025-01-22T13:11:38.621658,3.0842
2025-01-22T13:11:39.767930,3.0843
2025-01-22T13:11:41.125064,3.0842
2025-01-22T13:11:42.243403,3.0835
2025-01-22T13:11:43.393680,3.0838
2025-01-22T13:11:44.548560,3.0838
2025-01-22T13:11:45.782373,3.0833
2025-01-22T13:11:46.923085,3.0833
2025-01-22T13:11:48.045618,3.0833
2025-01-22T13:11:49.194681,3.0838
2025-01-22T13:11:50.353218,3.0838
2025-01-22T13:11:51.474332,3.0838
2025-01-22T13:11:52.607405,3.0838
2025-01-22T13:11:53.726309,3.0838
2025-01-22T13:11:54.871568,3.0838
2025-01-22T13:11:55.996232,3.0838
2025-01-22T13:11:57.121615,3.0838
2025-01-22T13:11:58.238317,3.0838
2025-01-22T13:11:59.392359,3.0826
2025-01-22T13:12:00.515931,3.0826
2025-01-22T13:12:01.658636,3.0818
2025-01-22T13:12:02.830424,3.0812
2025-01-22T13:12:04.001931,3.0812
2025-01-22T13:12:05.137242,3.0812
2025-01-22T13:12:06.266614,3.0812
2025-01-22T13:12:07.398949,3.08
2025-01-22T13:12:08.540557,3.08
2025-01-22T13:12:09.670013,3.0805
2025-01-22T13:12:10.813324,3.0808
2025-01-22T13:12:11.943657,3.08
2025-01-22T13:12:13.054730,3.08
2025-01-22T13:12:14.186637,3.0793
2025-01-22T13:12:15.292419,3.0786
2025-01-22T13:12:16.426804,3.0786
2025-01-22T13:12:17.568862,3.0786
2025-01-22T13:12:18.687620,3.0792
2025-01-22T13:12:19.826677,3.0787
2025-01-22T13:12:20.946943,3.079
2025-01-22T13:12:22.082750,3.079
2025-01-22T13:12:23.201856,3.079
2025-01-22T13:12:24.339141,3.079
2025-01-22T13:12:25.459299,3.079
2025-01-22T13:12:26.595202,3.079
2025-01-22T13:12:27.722371,3.079
2025-01-22T13:12:28.847155,3.079
2025-01-22T13:12:29.979182,3.0788
2025-01-22T13:12:31.123360,3.0786
2025-01-22T13:12:32.248495,3.0787
2025-01-22T13:12:33.414096,3.0772
2025-01-22T13:12:34.552043,3.0777
2025-01-22T13:12:35.673769,3.0778
2025-01-22T13:12:36.791904,3.0778
2025-01-22T13:12:37.912667,3.0778
2025-01-22T13:12:39.025436,3.0778
2025-01-22T13:12:40.151335,3.0778
2025-01-22T13:12:41.283502,3.0778
2025-01-22T13:12:42.449671,3.0778
2025-01-22T13:12:43.571077,3.0784
2025-01-22T13:12:44.688910,3.0785
2025-01-22T13:12:45.810923,3.0785
2025-01-22T13:12:46.941294,3.0781
2025-01-22T13:12:48.057150,3.078
2025-01-22T13:12:49.171172,3.078
2025-01-22T13:12:50.293828,3.078
2025-01-22T13:12:51.447699,3.0782
2025-01-22T13:12:52.596210,3.0772
2025-01-22T13:12:53.739904,3.0772
2025-01-22T13:12:54.878299,3.0772
2025-01-22T13:12:56.019678,3.0772
2025-01-22T13:12:57.177535,3.0772
2025-01-22T13:12:58.295859,3.0771
2025-01-22T13:12:59.474303,3.0771
2025-01-22T13:13:00.590805,3.0771
2025-01-22T13:13:01.717391,3.0771
