timestamp_ms,open,high,low,close,volume,rsi14,macd,macd_signal,macd_hist,stoch_k,stoch_d,stoch_rsi_k,stoch_rsi_d,adx14,atr14,bb_upper,bb_middle,bb_lower,ema20,ema50,target
1704204000000,0.57748000,0.57849000,0.56968000,0.57135000,687528.53609104,49.8747,0.0028,0.0031,-0.0003,43.9236,55.8146,23.1480,34.9291,30.2038,0.00388628,0.58024050,0.57334300,0.56644550,0.57273713,0.56889837,0.00215048206449479
1704207600000,0.57134000,0.57395000,0.56879000,0.57207000,453068.37704490,51.1239,0.0024,0.0030,-0.0006,35.5583,46.3265,15.8240,25.1435,28.1197,0.00397726,0.58002302,0.57354900,0.56707498,0.57267359,0.56902275,0.002200105654354476
1704211200000,0.57236000,0.57307000,0.56904000,0.57298000,317274.07533668,52.7275,0.0021,0.0028,-0.0007,24.5611,34.6810,5.6809,14.8843,26.1844,0.00398103,0.57995522,0.57371000,0.56746478,0.57270277,0.56917794,0.0015695031385704668
1704214800000,0.57285000,0.57285000,0.56810000,0.56949000,173139.10851957,46.4352,0.0016,0.0026,-0.0009,22.7467,27.6220,5.6809,9.0620,24.7151,0.00404524,0.57996109,0.57370650,0.56745191,0.57239680,0.56919017,0.003138233770294369
1704218400000,0.56941000,0.57258000,0.56924000,0.57199000,67110.60835718,50.9507,0.0014,0.0023,-0.0009,23.8135,23.7071,10.1853,7.1824,23.3507,0.00399486,0.57974708,0.57387300,0.56799892,0.57235805,0.56929997,0.0006466553290398267
1704222000000,0.57170000,0.57484000,0.57158000,0.57385000,286899.89630898,54.0540,0.0014,0.0021,-0.0008,27.0941,24.5514,16.7536,10.8733,22.1453,0.00394237,0.57973971,0.57401600,0.56829229,0.57250014,0.56947840,-0.0008019246620612025
1704225600000,0.57379000,0.57483000,0.57168000,0.57258000,174100.68794163,51.6510,0.0012,0.0020,-0.0007,34.6844,28.5306,23.9550,16.9646,21.0259,0.00388578,0.57973970,0.57401500,0.56829030,0.57250775,0.56960004,-0.0002620064468573615
1704229200000,0.57237000,0.57394000,0.57094000,0.57333000,81144.86191367,52.9804,0.0012,0.0018,-0.0006,37.9759,33.2515,26.7574,22.4887,19.6697,0.00382251,0.57973409,0.57400550,0.56827691,0.57258606,0.56974631,-0.0029345511810206803
1704232800000,0.57380000,0.57470000,0.57160000,0.57388000,272453.98930597,53.9797,0.0011,0.0017,-0.0005,38.0496,36.9033,26.6548,25.7891,18.7186,0.00377090,0.57959010,0.57391450,0.56823890,0.57270929,0.56990841,0.007741615793742528
1704236400000,0.57336000,0.57430000,0.57066000,0.57128000,182720.93577212,48.7095,0.0009,0.0015,-0.0006,35.5865,37.2040,23.0272,25.4798,17.4144,0.00376155,0.57940560,0.57368850,0.56797140,0.57257317,0.56996220,0.01659587442168211
